,year,essay_number,essay_ID,essay_version,ground_truth,pyramid_name,output_vector,identifier,is_file_found,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8
1523,2023.0,2.0,6421119cc9a8df7fa3d2b1df,O,0.0,20231029.0,"['1', '1', '1', '1', '0', '1', '1', '1']",2O0,True,1,1,1,1,0,1,1,1
1524,2023.0,2.0,6421119cc9a8df7fa3d2b1df_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1525,2023.0,2.0,6421119dc9a8df7fa3d2b1e3,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '1', '1', '1']",2O0,True,0,0,0,1,1,1,1,1
1526,2023.0,2.0,6421119dc9a8df7fa3d2b1e3_R,R,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '1', '1']",2R0,True,1,0,0,1,1,1,1,1
1527,2023.0,2.0,6421119ec9a8df7fa3d2b1ef,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1528,2023.0,2.0,6421119ec9a8df7fa3d2b1ef_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1529,2023.0,2.0,64211204c9a8df7fa3d2b727,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1531,2023.0,2.0,64211205c9a8df7fa3d2b72f,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1532,2023.0,2.0,64211205c9a8df7fa3d2b72f_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1533,2023.0,2.0,64211206c9a8df7fa3d2b733,O,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '1', '1']",2O0,True,0,1,0,1,1,0,1,1
1534,2023.0,2.0,64211206c9a8df7fa3d2b733_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2R0,True,1,1,0,1,1,0,1,1
1535,2023.0,2.0,64211207c9a8df7fa3d2b73b,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '0', '1']",2O0,True,1,0,0,1,1,1,0,1
1536,2023.0,2.0,64211207c9a8df7fa3d2b73b_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1537,2023.0,2.0,64211208c9a8df7fa3d2b743,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1540,2023.0,2.0,64211208c9a8df7fa3d2b747_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '0', '0', '1']",2R0,True,1,0,1,1,1,0,0,1
1541,2023.0,2.0,64211209c9a8df7fa3d2b74b,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '1', '1']",2O0,True,1,0,0,1,1,1,1,1
1542,2023.0,2.0,64211209c9a8df7fa3d2b74b_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1543,2023.0,2.0,64211209c9a8df7fa3d2b74f,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '0', '0', '1']",2O0,True,1,0,1,1,1,0,0,1
1544,2023.0,2.0,64211209c9a8df7fa3d2b74f_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '0', '1', '1']",2R0,True,1,0,1,1,1,0,1,1
1545,2023.0,2.0,6421120ac9a8df7fa3d2b753,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '1', '1', '1']",2O0,True,0,0,0,0,1,1,1,1
1546,2023.0,2.0,6421120ac9a8df7fa3d2b753_R,R,0.0,20231029.0,"['0', '0', '1', '0', '1', '1', '1', '1']",2R0,True,0,0,1,0,1,1,1,1
1547,2023.0,2.0,6421120ac9a8df7fa3d2b757,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '0', '0', '1']",2O0,True,0,0,0,1,1,0,0,1
1548,2023.0,2.0,6421120ac9a8df7fa3d2b757_R,R,0.0,20231029.0,"['1', '0', '0', '1', '1', '0', '1', '1']",2R0,True,1,0,0,1,1,0,1,1
1549,2023.0,2.0,6421120bc9a8df7fa3d2b75b,O,0.0,20231029.0,"['0', '1', '1', '0', '1', '0', '0', '0']",2O0,True,0,1,1,0,1,0,0,0
1550,2023.0,2.0,6421120bc9a8df7fa3d2b75b_R,R,0.0,20231029.0,"['1', '1', '1', '0', '1', '0', '1', '1']",2R0,True,1,1,1,0,1,0,1,1
1551,2023.0,2.0,6421120cc9a8df7fa3d2b763,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2O0,True,0,1,1,1,1,1,1,1
1552,2023.0,2.0,6421120cc9a8df7fa3d2b763_R,R,0.0,20231029.0,"['0', '1', '1', '0', '1', '1', '1', '1']",2R0,True,0,1,1,0,1,1,1,1
1553,2023.0,2.0,6421120cc9a8df7fa3d2b767,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2O0,True,0,0,1,1,1,1,1,1
1554,2023.0,2.0,6421120cc9a8df7fa3d2b767_R,R,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2R0,True,0,0,1,1,1,1,1,1
1555,2023.0,2.0,6421120dc9a8df7fa3d2b76b,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1556,2023.0,2.0,6421120dc9a8df7fa3d2b76b_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1560,2023.0,2.0,6421120ec9a8df7fa3d2b777,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '1', '0', '1']",2O0,True,0,1,0,0,1,1,0,1
1561,2023.0,2.0,6421120ec9a8df7fa3d2b777_R,R,0.0,20231029.0,"['0', '1', '0', '0', '1', '1', '0', '1']",2R0,True,0,1,0,0,1,1,0,1
1562,2023.0,2.0,6421120fc9a8df7fa3d2b77b,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2O0,True,0,1,1,1,1,1,1,1
1563,2023.0,2.0,6421120fc9a8df7fa3d2b77b_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1564,2023.0,2.0,64211210c9a8df7fa3d2b783,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '0', '1']",2O0,True,1,1,0,1,1,0,0,1
1566,2023.0,2.0,64211211c9a8df7fa3d2b787,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1567,2023.0,2.0,64211211c9a8df7fa3d2b787_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1568,2023.0,2.0,64211211c9a8df7fa3d2b78b,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1569,2023.0,2.0,64211211c9a8df7fa3d2b78b_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
1570,2023.0,2.0,64211212c9a8df7fa3d2b793,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '0', '1']",2O0,True,0,0,1,1,1,1,0,1
1571,2023.0,2.0,64211212c9a8df7fa3d2b793_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1573,2023.0,2.0,64211213c9a8df7fa3d2b797_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1574,2023.0,2.0,64211214c9a8df7fa3d2b79f,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1575,2023.0,2.0,64211214c9a8df7fa3d2b79f_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1576,2023.0,2.0,64211214c9a8df7fa3d2b7a3,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1577,2023.0,2.0,64211214c9a8df7fa3d2b7a3_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1578,2023.0,2.0,64211216c9a8df7fa3d2b7ab,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1579,2023.0,2.0,64211216c9a8df7fa3d2b7ab_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1580,2023.0,2.0,64211217c9a8df7fa3d2b7af,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1581,2023.0,2.0,64211217c9a8df7fa3d2b7af_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2R0,True,1,0,1,1,1,1,1,1
1582,2023.0,2.0,64211217c9a8df7fa3d2b7b3,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1583,2023.0,2.0,64211217c9a8df7fa3d2b7b3_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1586,2023.0,2.0,64211218c9a8df7fa3d2b7bb,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1587,2023.0,2.0,64211218c9a8df7fa3d2b7bb_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1588,2023.0,2.0,64211219c9a8df7fa3d2b7bf,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2O0,True,0,1,1,1,1,1,1,1
1589,2023.0,2.0,6421121ac9a8df7fa3d2b7c7,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '0', '1']",2O0,True,0,1,1,1,1,1,0,1
1590,2023.0,2.0,6421121ac9a8df7fa3d2b7c7_R,R,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '0', '1']",2R0,True,0,1,1,1,1,1,0,1
1591,2023.0,2.0,6421121ac9a8df7fa3d2b7cb,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1592,2023.0,2.0,6421121ac9a8df7fa3d2b7cb_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1593,2023.0,2.0,6421121bc9a8df7fa3d2b7cf,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '1', '1', '1']",2O0,True,0,0,0,1,1,1,1,1
1594,2023.0,2.0,6421121bc9a8df7fa3d2b7cf_R,R,0.0,20231029.0,"['0', '1', '0', '1', '1', '1', '1', '1']",2R0,True,0,1,0,1,1,1,1,1
1595,2023.0,2.0,6421121bc9a8df7fa3d2b7d3,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '1', '1', '1']",2O0,True,0,1,0,0,1,1,1,1
1597,2023.0,2.0,6421121cc9a8df7fa3d2b7d7,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1598,2023.0,2.0,6421121cc9a8df7fa3d2b7d7_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1599,2023.0,2.0,6421121cc9a8df7fa3d2b7db,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1600,2023.0,2.0,6421121cc9a8df7fa3d2b7db_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1601,2023.0,2.0,6421121dc9a8df7fa3d2b7df,O,0.0,20231029.0,"['0', '0', '1', '0', '1', '0', '1', '1']",2O0,True,0,0,1,0,1,0,1,1
1602,2023.0,2.0,6421121dc9a8df7fa3d2b7df_R,R,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2R0,True,0,0,1,1,1,1,1,1
1603,2023.0,2.0,6421121ec9a8df7fa3d2b7e3,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1604,2023.0,2.0,6421121ec9a8df7fa3d2b7e3_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1605,2023.0,2.0,6421121fc9a8df7fa3d2b7eb,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1606,2023.0,2.0,6421121fc9a8df7fa3d2b7eb_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1607,2023.0,2.0,6421121fc9a8df7fa3d2b7ef,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1608,2023.0,2.0,6421121fc9a8df7fa3d2b7ef_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1609,2023.0,2.0,64211220c9a8df7fa3d2b7f3,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1611,2023.0,2.0,64211220c9a8df7fa3d2b7f7,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1612,2023.0,2.0,64211220c9a8df7fa3d2b7f7_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2R0,True,1,0,1,1,1,1,1,1
1613,2023.0,2.0,64211221c9a8df7fa3d2b7fb,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1618,2023.0,2.0,64211222c9a8df7fa3d2b803_R,R,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '1', '1']",2R0,True,1,0,0,1,1,1,1,1
1619,2023.0,2.0,64211223c9a8df7fa3d2b80b,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '0', '0']",2O0,True,0,0,0,0,1,0,0,0
1620,2023.0,2.0,64211224c9a8df7fa3d2b80f,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1621,2023.0,2.0,64211224c9a8df7fa3d2b80f_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2R0,True,1,0,1,1,1,1,1,1
1622,2023.0,2.0,64211224c9a8df7fa3d2b813,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '0', '1', '1']",2O0,True,0,1,1,1,1,0,1,1
1623,2023.0,2.0,64211224c9a8df7fa3d2b813_R,R,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2R0,True,0,1,1,1,1,1,1,1
1624,2023.0,2.0,64211225c9a8df7fa3d2b81b,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '0', '1', '1']",2O0,True,1,1,1,0,1,0,1,1
1625,2023.0,2.0,64211225c9a8df7fa3d2b81b_R,R,0.0,20231029.0,"['1', '0', '1', '0', '1', '0', '1', '1']",2R0,True,1,0,1,0,1,0,1,1
1626,2023.0,2.0,64211226c9a8df7fa3d2b81f,O,0.0,20231029.0,"['1', '0', '0', '0', '0', '1', '0', '1']",2O0,True,1,0,0,0,0,1,0,1
1627,2023.0,2.0,64211226c9a8df7fa3d2b81f_R,R,0.0,20231029.0,"['1', '0', '0', '0', '0', '1', '0', '1']",2R0,True,1,0,0,0,0,1,0,1
1628,2023.0,2.0,64211226c9a8df7fa3d2b823,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1629,2023.0,2.0,64211226c9a8df7fa3d2b823_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1630,2023.0,2.0,64211227c9a8df7fa3d2b827,O,0.0,20231029.0,"['0', '1', '1', '0', '1', '1', '1', '1']",2O0,True,0,1,1,0,1,1,1,1
1631,2023.0,2.0,64211227c9a8df7fa3d2b827_R,R,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2R0,True,0,1,1,1,1,1,1,1
1632,2023.0,2.0,64211227c9a8df7fa3d2b82b,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '0', '0', '1']",2O0,True,0,1,1,1,1,0,0,1
1633,2023.0,2.0,64211227c9a8df7fa3d2b82b_R,R,0.0,20231029.0,"['0', '1', '1', '1', '1', '0', '0', '1']",2R0,True,0,1,1,1,1,0,0,1
1634,2023.0,2.0,64211228c9a8df7fa3d2b82f,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1635,2023.0,2.0,64211228c9a8df7fa3d2b82f_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1636,2023.0,2.0,64211228c9a8df7fa3d2b833,O,0.0,20231029.0,"['0', '0', '1', '1', '0', '1', '1', '1']",2O0,True,0,0,1,1,0,1,1,1
1637,2023.0,2.0,64211228c9a8df7fa3d2b833_R,R,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2R0,True,0,0,1,1,1,1,1,1
1638,2023.0,2.0,64211229c9a8df7fa3d2b837,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1639,2023.0,2.0,64211229c9a8df7fa3d2b837_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2R0,True,1,1,1,1,1,0,1,1
1640,2023.0,2.0,6421122ac9a8df7fa3d2b83f,O,0.0,20231029.0,"['1', '0', '1', '0', '0', '1', '1', '1']",2O0,True,1,0,1,0,0,1,1,1
1641,2023.0,2.0,6421122ac9a8df7fa3d2b83f_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2R0,True,1,0,1,1,1,1,1,1
1642,2023.0,2.0,6421122ac9a8df7fa3d2b843,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1643,2023.0,2.0,6421122ac9a8df7fa3d2b843_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1644,2023.0,2.0,6421122bc9a8df7fa3d2b847,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1645,2023.0,2.0,6421122bc9a8df7fa3d2b847_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1646,2023.0,2.0,6421122dc9a8df7fa3d2b857,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '1', '1']",2O0,True,1,0,0,1,1,1,1,1
1647,2023.0,2.0,6421122dc9a8df7fa3d2b857_R,R,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '1', '1']",2R0,True,1,0,0,1,1,1,1,1
1648,2023.0,2.0,6421122ec9a8df7fa3d2b85f,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2O0,True,0,1,1,1,1,1,1,1
1650,2023.0,2.0,6421122ec9a8df7fa3d2b863,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1651,2023.0,2.0,6421122ec9a8df7fa3d2b863_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1652,2023.0,2.0,6421122ec9a8df7fa3d2b867,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2O0,True,1,0,1,1,1,1,1,1
1653,2023.0,2.0,6421122ec9a8df7fa3d2b867_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '1', '1']",2R0,True,1,0,1,1,1,1,1,1
1654,2023.0,2.0,6421122fc9a8df7fa3d2b86f,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2O0,True,0,1,1,1,1,1,1,1
1656,2023.0,2.0,64211230c9a8df7fa3d2b873,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1658,2023.0,2.0,64211230c9a8df7fa3d2b877,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '1']",2O0,True,1,1,1,0,1,1,1,1
1659,2023.0,2.0,64211230c9a8df7fa3d2b877_R,R,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '1']",2R0,True,1,1,1,0,1,1,1,1
1660,2023.0,2.0,64211231c9a8df7fa3d2b87b,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1661,2023.0,2.0,64211231c9a8df7fa3d2b87b_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1663,2023.0,2.0,64211232c9a8df7fa3d2b87f_R,R,0.0,20231029.0,"['0', '0', '1', '1', '1', '1', '1', '1']",2R0,True,0,0,1,1,1,1,1,1
1664,2023.0,2.0,64211232c9a8df7fa3d2b883,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '0', '0']",2O0,True,0,0,0,0,1,0,0,0
1665,2023.0,2.0,64211232c9a8df7fa3d2b883_R,R,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '1', '0']",2R0,True,0,0,0,0,1,0,1,0
1666,2023.0,2.0,64211233c9a8df7fa3d2b88b,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1667,2023.0,2.0,64211233c9a8df7fa3d2b88b_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
1668,2023.0,2.0,64211234c9a8df7fa3d2b893,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '1', '1', '1']",2O0,True,0,1,0,0,1,1,1,1
1669,2023.0,2.0,64211234c9a8df7fa3d2b893_R,R,0.0,20231029.0,"['1', '1', '0', '0', '1', '1', '1', '1']",2R0,True,1,1,0,0,1,1,1,1
1670,2023.0,2.0,64211235c9a8df7fa3d2b897,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2O0,True,0,1,1,1,1,1,1,1
1671,2023.0,2.0,64211235c9a8df7fa3d2b897_R,R,0.0,20231029.0,"['0', '1', '1', '1', '1', '1', '1', '1']",2R0,True,0,1,1,1,1,1,1,1
1672,2023.0,2.0,64211235c9a8df7fa3d2b89b,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1673,2023.0,2.0,64211235c9a8df7fa3d2b89b_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1674,2023.0,2.0,64211236c9a8df7fa3d2b89f,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1675,2023.0,2.0,64211236c9a8df7fa3d2b89f_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1676,2023.0,2.0,64211237c9a8df7fa3d2b8a3,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1677,2023.0,2.0,64211237c9a8df7fa3d2b8a3_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1679,2023.0,2.0,64211237c9a8df7fa3d2b8a7_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1680,2023.0,2.0,64211238c9a8df7fa3d2b8ab,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1681,2023.0,2.0,64211238c9a8df7fa3d2b8ab_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2R0,True,1,1,1,1,1,0,1,1
1682,2023.0,2.0,642b4898802ee324e0c93201,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2O0,True,1,1,1,1,1,1,0,1
1683,2023.0,2.0,642b4898802ee324e0c93201_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2R0,True,1,1,1,1,1,1,0,1
1684,2023.0,2.0,644f323bf57bcd3970557759,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '0', '1', '1']",2O0,True,0,1,0,0,1,0,1,1
1685,2023.0,2.0,644f323cf57bcd3970557765,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '0', '1', '1']",2O0,True,0,0,1,1,1,0,1,1
1686,2023.0,2.0,644f323cf57bcd3970557765_R,R,0.0,20231029.0,"['0', '0', '1', '1', '1', '0', '1', '1']",2R0,True,0,0,1,1,1,0,1,1
1687,2023.0,2.0,644f323ef57bcd3970557779,O,0.0,20231029.0,"['1', '1', '1', '0', '0', '1', '1', '0']",2O0,True,1,1,1,0,0,1,1,0
1688,2023.0,2.0,644f323ef57bcd3970557779_R,R,0.0,20231029.0,"['1', '1', '1', '0', '0', '1', '1', '1']",2R0,True,1,1,1,0,0,1,1,1
1689,2023.0,2.0,644f323ef57bcd397055777d,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '0']",2O0,True,1,1,0,1,1,1,1,0
1690,2023.0,2.0,644f323ff57bcd3970557785,O,0.0,20231029.0,"['0', '0', '0', '1', '1', '0', '1', '1']",2O0,True,0,0,0,1,1,0,1,1
1692,2023.0,2.0,644f3240f57bcd3970557791_R,R,0.0,20231029.0,"['0', '1', '1', '0', '1', '1', '1', '1']",2R0,True,0,1,1,0,1,1,1,1
1693,2023.0,2.0,644f3240f57bcd3970557795,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1694,2023.0,2.0,644f3240f57bcd3970557795_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2R0,True,1,1,0,1,1,0,1,1
1696,2023.0,2.0,644f3241f57bcd39705577a1,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1697,2023.0,2.0,644f3241f57bcd39705577a1_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
